"seq","aou","english_common_name","species_name"
4,"10010","Great Tinamou","Tinamus major"
7,"10030","Little Tinamou","Crypturellus soui"
10,"40080","Thicket Tinamou","Crypturellus cinnamomeus"
13,"10050","Slaty-breasted Tinamou","Crypturellus boucardi"
16,"01770","Black-bellied Whistling-Duck","Dendrocygna autumnalis"
19,"10200","West Indian Whistling-Duck","Dendrocygna arborea"
22,"01780","Fulvous Whistling-Duck","Dendrocygna bicolor"
25,"20590","Swan Goose","Anser cygnoides"
28,"01711","Taiga Bean-Goose","Anser fabalis"
31,"01714","Tundra Bean-Goose","Anser serrirostris"
34,"01712","Pink-footed Goose","Anser brachyrhynchus"
37,"01710","Greater White-fronted Goose","Anser albifrons"
40,"01713","Lesser White-fronted Goose","Anser erythropus"
43,"20600","Graylag Goose","Anser anser"
46,"01760","Emperor Goose","Chen canagica"
49,"01690","Snow Goose","Chen caerulescens"
52,"01691","(Blue Goose) Snow Goose","Chen caerulescens (blue form)"
55,"01700","Ross's Goose","Chen rossii"
58,"01730","Brant","Branta bernicla"
61,"01740","(Black Brant) Brant","Branta bernicla nigricans"
64,"01750","Barnacle Goose","Branta leucopsis"
67,"01725","Cackling Goose","Branta hutchinsii"
70,"01720","Canada Goose","Branta canadensis"
76,"01782","Mute Swan","Cygnus olor"
79,"80380","Black Swan","Cygnus atratus"
82,"01810","Trumpeter Swan","Cygnus buccinator"
85,"01800","Tundra Swan","Cygnus columbianus"
88,"01790","Whooper Swan","Cygnus cygnus"
91,"20630","Egyptian Goose","Alopochen aegyptiaca"
94,"10210","Muscovy Duck","Cairina moschata"
97,"01440","Wood Duck","Aix sponsa"
100,"20670","Mandarin Duck","Aix galericulata"
103,"01350","Gadwall","Anas strepera"
106,"01371","Falcated Duck","Anas falcata"
109,"01360","Eurasian Wigeon","Anas penelope"
112,"01370","American Wigeon","Anas americana"
115,"01330","American Black Duck","Anas rubripes"
118,"01320","Mallard","Anas platyrhynchos"
121,"01331","(Mexican Duck) Mallard","Anas platyrhynchos diazi"
124,"01340","Mottled Duck","Anas fulvigula"
127,"01326","hybrid Mallard x Black Duck or Mottled Duck","Anas platyrhynchos x rubripes or fulvigula"
136,"01341","Eastern Spot-billed Duck","Anas zonorhyncha"
139,"01400","Blue-winged Teal","Anas discors"
142,"01410","Cinnamon Teal","Anas cyanoptera"
145,"01420","Northern Shoveler","Anas clypeata"
148,"01431","White-cheeked Pintail","Anas bahamensis"
151,"01430","Northern Pintail","Anas acuta"
154,"01392","Garganey","Anas querquedula"
157,"01391","Baikal Teal","Anas formosa"
160,"01390","Green-winged Teal","Anas crecca"
163,"01470","Canvasback","Aythya valisineria"
166,"01460","Redhead","Aythya americana"
169,"01461","Common Pochard","Aythya ferina"
172,"01500","Ring-necked Duck","Aythya collaris"
175,"01491","Tufted Duck","Aythya fuligula"
178,"01480","Greater Scaup","Aythya marila"
181,"01490","Lesser Scaup","Aythya affinis"
184,"01489","unid. Greater Scaup / Lesser Scaup","Aythya marila / affinis"
187,"01570","Steller's Eider","Polysticta stelleri"
190,"01580","Spectacled Eider","Somateria fischeri"
193,"01620","King Eider","Somateria spectabilis"
196,"01590","Common Eider","Somateria mollissima"
199,"01550","Harlequin Duck","Histrionicus histrionicus"
202,"01660","Surf Scoter","Melanitta perspicillata"
205,"01650","White-winged Scoter","Melanitta fusca"
208,"01630","Black Scoter","Melanitta americana"
211,"01657","unid. Scoter","Melanitta perspicillata / fusca / americana"
214,"01540","Long-tailed Duck","Clangula hyemalis"
217,"01530","Bufflehead","Bucephala albeola"
220,"01510","Common Goldeneye","Bucephala clangula"
223,"01520","Barrow's Goldeneye","Bucephala islandica"
226,"01512","unid. Common Goldeneye / Barrow's Goldeneye","Bucephala clangula / islandica"
229,"01311","Smew","Mergellus albellus"
232,"01310","Hooded Merganser","Lophodytes cucullatus"
235,"01290","Common Merganser","Mergus merganser"
238,"01300","Red-breasted Merganser","Mergus serrator"
241,"01680","Masked Duck","Nomonyx dominicus"
244,"01670","Ruddy Duck","Oxyura jamaicensis"
247,"03110","Plain Chachalaca","Ortalis vetula"
250,"10572","Rufous-bellied Chachalaca","Ortalis wagleri"
253,"10570","West Mexican Chachalaca","Ortalis poliocephala"
256,"10571","White-bellied Chachalaca","Ortalis leucogastra"
259,"10600","Crested Guan","Penelope purpurascens"
262,"10590","Highland Guan","Penelopina nigra"
265,"10610","Horned Guan","Oreophasis derbianus"
268,"10620","Great Curassow","Crax rubra"
271,"02961","Helmeted Guineafowl","Numida meleagris"
274,"10650","Bearded Wood-Partridge","Dendrortyx barbatus"
277,"10640","Long-tailed Wood-Partridge","Dendrortyx macroura"
280,"10660","Buffy-crowned Wood-Partridge","Dendrortyx leucophrys"
283,"02920","Mountain Quail","Oreortyx pictus"
286,"02930","Scaled Quail","Callipepla squamata"
289,"10780","Elegant Quail","Callipepla douglasii"
292,"02940","California Quail","Callipepla californica"
295,"02950","Gambel's Quail","Callipepla gambelii"
298,"10770","Banded Quail","Philortyx fasciatus"
301,"02890","Northern Bobwhite","Colinus virginianus"
304,"10760","Black-throated Bobwhite","Colinus nigrogularis"
307,"10710","Spotted Wood-Quail","Odontophorus guttatus"
310,"10720","Singing Quail","Dactylortyx thoracicus"
313,"02960","Montezuma Quail","Cyrtonyx montezumae"
316,"10730","Ocellated Quail","Cyrtonyx ocellatus"
319,"02882","Chukar","Alectoris chukar"
325,"02883","Black Francolin","Francolinus francolinus"
331,"21430","Himalayan Snowcock","Tetraogallus himalayensis"
334,"02881","Gray Partridge","Perdix perdix"
340,"03094","Red Junglefowl","Gallus gallus"
346,"03091","Ring-necked Pheasant","Phasianus colchicus"
349,"03095","Common Peafowl","Pavo cristatus"
352,"03000","Ruffed Grouse","Bonasa umbellus"
355,"03090","Greater Sage-Grouse","Centrocercus urophasianus"
358,"03089","Gunnison Sage-Grouse","Centrocercus minimus"
361,"02980","Spruce Grouse","Falcipennis canadensis"
364,"03010","Willow Ptarmigan","Lagopus lagopus"
367,"03020","Rock Ptarmigan","Lagopus muta"
370,"03040","White-tailed Ptarmigan","Lagopus leucura"
373,"02970","Dusky Grouse","Dendragapus obscurus"
376,"02971","Sooty Grouse","Dendragapus fuliginosus"
379,"02973","unid. Dusky Grouse / Sooty Grouse","Dendragapus obscurus / fuliginosus"
382,"03080","Sharp-tailed Grouse","Tympanuchus phasianellus"
385,"03050","Greater Prairie-Chicken","Tympanuchus cupido"
388,"03070","Lesser Prairie-Chicken","Tympanuchus pallidicinctus"
391,"03100","Wild Turkey","Meleagris gallopavo"
394,"10630","Ocellated Turkey","Meleagris ocellata"
397,"00110","Red-throated Loon","Gavia stellata"
400,"00090","Arctic Loon","Gavia arctica"
403,"00100","Pacific Loon","Gavia pacifica"
406,"00101","unid. Arctic Loon / Pacific Loon","Gavia arctica / pacifica"
409,"00070","Common Loon","Gavia immer"
412,"00080","Yellow-billed Loon","Gavia adamsii"
415,"00077","unid. Loon","Gavia sp."
418,"00050","Least Grebe","Tachybaptus dominicus"
421,"00060","Pied-billed Grebe","Podilymbus podiceps"
424,"00030","Horned Grebe","Podiceps auritus"
427,"00020","Red-necked Grebe","Podiceps grisegena"
430,"00040","Eared Grebe","Podiceps nigricollis"
433,"00010","Western Grebe","Aechmophorus occidentalis"
436,"00011","Clark's Grebe","Aechmophorus clarkii"
439,"00012","unid. Western Grebe / Clark's Grebe","Aechmophorus occidentalis / clarkii"
442,"01820","American Flamingo","Phoenicopterus ruber"
445,"00830","Yellow-nosed Albatross","Thalassarche chlororhynchos"
448,"00823","Shy Albatross","Thalassarche cauta"
451,"00822","Black-browed Albatross","Thalassarche melanophris"
457,"00811","Wandering Albatross","Diomedea exulans"
460,"00821","Laysan Albatross","Phoebastria immutabilis"
463,"00810","Black-footed Albatross","Phoebastria nigripes"
466,"00820","Short-tailed Albatross","Phoebastria albatrus"
469,"00860","Northern Fulmar","Fulmarus glacialis"
472,"50400","Great-winged Petrel","Pterodroma macroptera"
475,"00984","Kermadec Petrel","Pterodroma neglecta"
478,"00986","Herald Petrel","Pterodroma arminjoniana"
481,"01001","Murphy's Petrel","Pterodroma ultima"
484,"00990","Mottled Petrel","Pterodroma inexpectata"
487,"00981","Bermuda Petrel","Pterodroma cahow"
490,"00980","Black-capped Petrel","Pterodroma hasitata"
493,"09870","Juan Fernandez Petrel","Pterodroma externa"
496,"00985","Galapagos Petrel","Pterodroma phaeopygia"
511,"00983","Cook's Petrel","Pterodroma cookii"
514,"01003","Stejneger's Petrel","Pterodroma longirostris"
517,"20060","Tahiti Petrel","Pterodroma rostrata"
520,"01010","Bulwer's Petrel","Bulweria bulwerii"
529,"01008","Parkinson's Petrel","Procellaria parkinsoni"
532,"00881","Streaked Shearwater","Calonectris leucomelas"
535,"00880","Cory's Shearwater","Calonectris diomedea"
541,"00910","Pink-footed Shearwater","Puffinus creatopus"
544,"00951","Flesh-footed Shearwater","Puffinus carneipes"
547,"00890","Great Shearwater","Puffinus gravis"
550,"00961","Wedge-tailed Shearwater","Puffinus pacificus"
553,"00962","Buller's Shearwater","Puffinus bulleri"
556,"00950","Sooty Shearwater","Puffinus griseus"
559,"00960","Short-tailed Shearwater","Puffinus tenuirostris"
562,"00963","Christmas Shearwater","Puffinus nativitatis"
565,"00900","Manx Shearwater","Puffinus puffinus"
568,"00931","Townsend's Shearwater","Puffinus auricularis"
571,"00930","Black-vented Shearwater","Puffinus opisthomelas"
574,"00920","Audubon's Shearwater","Puffinus lherminieri"
577,"00921","Little Shearwater","Puffinus assimilis"
580,"01090","Wilson's Storm-Petrel","Oceanites oceanicus"
583,"01110","White-faced Storm-Petrel","Pelagodroma marina"
586,"01040","European Storm-Petrel","Hydrobates pelagicus"
589,"01050","Fork-tailed Storm-Petrel","Oceanodroma furcata"
598,"01060","Leach's Storm-Petrel","Oceanodroma leucorhoa"
601,"01080","Ashy Storm-Petrel","Oceanodroma homochroa"
604,"01062","Band-rumped Storm-Petrel","Oceanodroma castro"
607,"01063","Wedge-rumped Storm-Petrel","Oceanodroma tethys"
610,"01070","Black Storm-Petrel","Oceanodroma melania"
613,"10090","Markham's Storm-Petrel","Oceanodroma markhami"
619,"01030","Least Storm-Petrel","Oceanodroma microsoma"
622,"01120","White-tailed Tropicbird","Phaethon lepturus"
625,"01130","Red-billed Tropicbird","Phaethon aethereus"
628,"01131","Red-tailed Tropicbird","Phaethon rubricauda"
631,"01890","Jabiru","Jabiru mycteria"
634,"01880","Wood Stork","Mycteria americana"
637,"01280","Magnificent Frigatebird","Fregata magnificens"
640,"01281","Great Frigatebird","Fregata minor"
643,"01282","Lesser Frigatebird","Fregata ariel"
646,"01140","Masked Booby","Sula dactylatra"
649,"01142","Nazca Booby","Sula granti"
652,"01141","Blue-footed Booby","Sula nebouxii"
655,"01150","Brown Booby","Sula leucogaster"
658,"01160","Red-footed Booby","Sula sula"
661,"01170","Northern Gannet","Morus bassanus"
664,"01220","Brandt's Cormorant","Phalacrocorax penicillatus"
667,"01210","Neotropic Cormorant","Phalacrocorax brasilianus"
670,"01200","Double-crested Cormorant","Phalacrocorax auritus"
673,"01190","Great Cormorant","Phalacrocorax carbo"
676,"01240","Red-faced Cormorant","Phalacrocorax urile"
679,"01230","Pelagic Cormorant","Phalacrocorax pelagicus"
682,"01207","unid. Cormorant","Phalacrocorax sp."
685,"01180","Anhinga","Anhinga anhinga"
688,"01250","American White Pelican","Pelecanus erythrorhynchos"
691,"01260","Brown Pelican","Pelecanus occidentalis"
694,"01014","Pinnated Bittern","Botaurus pinnatus"
697,"01900","American Bittern","Botaurus lentiginosus"
700,"20270","Yellow Bittern","Ixobrychus sinensis"
703,"01910","Least Bittern","Ixobrychus exilis"
706,"10130","Bare-throated Tiger-Heron","Tigrisoma mexicanum"
709,"01940","Great Blue Heron","Ardea herodias"
712,"01920","Great White Heron","Ardea herodias occidentalis"
715,"01950","Gray Heron","Ardea cinerea"
718,"01960","Great Egret","Ardea alba"
721,"20340","Intermediate Egret","Mesophoyx intermedia"
724,"01962","Chinese Egret","Egretta eulophotes"
727,"01961","Little Egret","Egretta garzetta"
730,"01971","Western Reef-Heron","Egretta gularis"
733,"01970","Snowy Egret","Egretta thula"
736,"02000","Little Blue Heron","Egretta caerulea"
739,"01990","Tricolored Heron","Egretta tricolor"
742,"01980","Reddish Egret","Egretta rufescens"
745,"02001","Cattle Egret","Bubulcus ibis"
751,"02010","Green Heron","Butorides virescens"
754,"10141","Striated Heron","Butorides striata"
757,"10150","Agami Heron","Agamia agami"
760,"02020","Black-crowned Night-Heron","Nycticorax nycticorax"
763,"02030","Yellow-crowned Night-Heron","Nyctanassa violacea"
766,"02035","unid Black-crowned / Yellow-crowned Night-Heron","Nycticorax / Nyctanassa nycticorax / violacea"
769,"10170","Boat-billed Heron","Cochlearius cochlearius"
772,"01945","unid. Heron / Egret","""Ardeid"" sp."
775,"01840","White Ibis","Eudocimus albus"
778,"01850","Scarlet Ibis","Eudocimus ruber"
781,"01860","Glossy Ibis","Plegadis falcinellus"
784,"01870","White-faced Ibis","Plegadis chihi"
787,"01861","unid. Glossy Ibis / White-faced Ibis","Plegadis falcinellus / chihi"
790,"01830","Roseate Spoonbill","Platalea ajaja"
793,"03260","Black Vulture","Coragyps atratus"
796,"03250","Turkey Vulture","Cathartes aura"
799,"10230","Lesser Yellow-headed Vulture","Cathartes burrovianus"
802,"03255","unid. Vulture","""Cathartid"" sp."
805,"03240","California Condor","Gymnogyps californianus"
808,"03261","King Vulture","Sarcoramphus papa"
811,"03640","Osprey","Pandion haliaetus"
814,"10240","Gray-headed Kite","Leptodon cayanensis"
817,"03271","Hook-billed Kite","Chondrohierax uncinatus"
820,"03270","Swallow-tailed Kite","Elanoides forficatus"
823,"03280","White-tailed Kite","Elanus leucurus"
826,"03300","Snail Kite","Rostrhamus sociabilis"
829,"10270","Double-toothed Kite","Harpagus bidentatus"
832,"03290","Mississippi Kite","Ictinia mississippiensis"
835,"10280","Plumbeous Kite","Ictinia plumbea"
841,"03520","Bald Eagle","Haliaeetus leucocephalus"
844,"03510","White-tailed Eagle","Haliaeetus albicilla"
847,"03521","Steller's Sea-Eagle","Haliaeetus pelagicus"
850,"10400","Black-collared Hawk","Busarellus nigricollis"
853,"03310","Northern Harrier","Circus cyaneus"
859,"03320","Sharp-shinned Hawk","Accipiter striatus"
862,"03330","Cooper's Hawk","Accipiter cooperii"
865,"10300","Bicolored Hawk","Accipiter bicolor"
868,"03340","Northern Goshawk","Accipiter gentilis"
871,"03333","unid. Accipiter Hawk","Accipiter sp."
874,"10320","Crane Hawk","Geranospiza caerulescens"
877,"10360","White Hawk","Leucopternis albicollis"
880,"03450","Common Black-Hawk","Buteogallus anthracinus"
883,"10380","Great Black-Hawk","Buteogallus urubitinga"
886,"03350","Harris's Hawk","Parabuteo unicinctus"
889,"10410","Solitary Eagle","Harpyhaliaetus solitarius"
892,"03431","Roadside Hawk","Buteo magnirostris"
895,"03390","Red-shouldered Hawk","Buteo lineatus"
901,"03430","Broad-winged Hawk","Buteo platypterus"
904,"03460","Gray Hawk","Buteo nitidus"
907,"03440","Short-tailed Hawk","Buteo brachyurus"
910,"03420","Swainson's Hawk","Buteo swainsoni"
913,"03410","White-tailed Hawk","Buteo albicaudatus"
916,"03400","Zone-tailed Hawk","Buteo albonotatus"
922,"03370","Red-tailed Hawk","Buteo jamaicensis"
925,"03380","(Harlan's Hawk) Red-tailed Hawk","Buteo jamaicensis harlani"
928,"03480","Ferruginous Hawk","Buteo regalis"
931,"03470","Rough-legged Hawk","Buteo lagopus"
934,"03451","unid. Buteo Hawk","Buteo sp."
937,"10430","Crested Eagle","Morphnus guianensis"
940,"03500","Harpy Eagle","Harpia harpyja"
943,"03490","Golden Eagle","Aquila chrysaetos"
946,"10450","Black Hawk-Eagle","Spizaetus tyrannus"
949,"10460","Ornate Hawk-Eagle","Spizaetus ornatus"
952,"10440","Black-and-white Hawk-Eagle","Spizaetus melanoleucus"
955,"10500","Barred Forest-Falcon","Micrastur ruficollis"
958,"10520","Collared Forest-Falcon","Micrastur semitorquatus"
961,"10470","Red-throated Caracara","Ibycter americanus"
964,"03620","Crested Caracara","Caracara cheriway"
967,"10490","Laughing Falcon","Herpetotheres cachinnans"
970,"03591","Eurasian Kestrel","Falco tinnunculus"
973,"03600","American Kestrel","Falco sparverius"
979,"03570","Merlin","Falco columbarius"
982,"03561","Eurasian Hobby","Falco subbuteo"
985,"03590","Aplomado Falcon","Falco femoralis"
988,"10530","Bat Falcon","Falco rufigularis"
991,"10540","Orange-breasted Falcon","Falco deiroleucus"
994,"03540","Gyrfalcon","Falco rusticolus"
997,"03560","Peregrine Falcon","Falco peregrinus"
1000,"03550","Prairie Falcon","Falco mexicanus"
1003,"10900","Sunbittern","Eurypyga helias"
1006,"02150","Yellow Rail","Coturnicops noveboracensis"
1009,"10800","Ruddy Crake","Laterallus ruber"
1012,"10820","Gray-breasted Crake","Laterallus exilis"
1015,"02160","Black Rail","Laterallus jamaicensis"
1018,"02170","Corn Crake","Crex crex"
1021,"02110","Clapper Rail","Rallus longirostris"
1024,"02080","King Rail","Rallus elegans"
1027,"02090","unid. Clapper / King Rail","Rallus elegans /longirostris"
1030,"02120","Virginia Rail","Rallus limicola"
1033,"10840","Rufous-necked Wood-Rail","Aramides axillaris"
1036,"10830","Gray-necked Wood-Rail","Aramides cajanea"
1039,"10850","Uniform Crake","Amaurolimnas concolor"
1042,"02140","Sora","Porzana carolina"
1045,"10860","Yellow-breasted Crake","Porzana flaviventer"
1048,"02171","Paint-billed Crake","Neocrex erythrops"
1051,"02122","Spotted Rail","Pardirallus maculatus"
1054,"02180","Purple Gallinule","Porphyrio martinica"
1057,"21930","Purple Swamphen","Porphyrio porphyrio"
1060,"02190","Common Gallinule","Gallinula galeata"
1063,"02200","Eurasian Coot","Fulica atra"
1069,"02210","American Coot","Fulica americana"
1072,"02211","Caribbean Coot","Fulica caribaea"
1075,"10890","Sungrebe","Heliornis fulica"
1078,"02070","Limpkin","Aramus guarauna"
1081,"02060","Sandhill Crane","Grus canadensis"
1084,"02061","Common Crane","Grus grus"
1087,"02040","Whooping Crane","Grus americana"
1090,"02692","Double-striped Thick-knee","Burhinus bistriatus"
1093,"02690","Northern Lapwing","Vanellus vanellus"
1096,"10910","Southern Lapwing","Vanellus chilensis"
1099,"02700","Black-bellied Plover","Pluvialis squatarola"
1105,"02720","American Golden-Plover","Pluvialis dominica"
1108,"02721","Pacific Golden-Plover","Pluvialis fulva"
1111,"02722","unid. Golden-Plover","Pluvialis apricaria / dominica / fulva"
1114,"02790","Lesser Sand-Plover","Charadrius mongolus"
1120,"10920","Collared Plover","Charadrius collaris"
1123,"02780","Snowy Plover","Charadrius nivosus"
1126,"02800","Wilson's Plover","Charadrius wilsonia"
1129,"02750","Common Ringed Plover","Charadrius hiaticula"
1132,"02740","Semipalmated Plover","Charadrius semipalmatus"
1135,"02770","Piping Plover","Charadrius melodus"
1141,"02730","Killdeer","Charadrius vociferus"
1144,"02810","Mountain Plover","Charadrius montanus"
1147,"02691","Eurasian Dotterel","Charadrius morinellus"
1153,"02860","American Oystercatcher","Haematopus palliatus"
1156,"02870","Black Oystercatcher","Haematopus bachmani"
1162,"02260","Black-necked Stilt","Himantopus mexicanus"
1165,"02250","American Avocet","Recurvirostra americana"
1168,"02880","Northern Jacana","Jacana spinosa"
1171,"02632","Terek Sandpiper","Xenus cinereus"
1174,"02631","Common Sandpiper","Actitis hypoleucos"
1177,"02630","Spotted Sandpiper","Actitis macularius"
1183,"02560","Solitary Sandpiper","Tringa solitaria"
1186,"02591","Gray-tailed Tattler","Tringa brevipes"
1189,"02590","Wandering Tattler","Tringa incana"
1192,"02532","Spotted Redshank","Tringa erythropus"
1195,"02540","Greater Yellowlegs","Tringa melanoleuca"
1198,"02530","Common Greenshank","Tringa nebularia"
1201,"02580","Willet","Tringa semipalmata"
1204,"02550","Lesser Yellowlegs","Tringa flavipes"
1207,"02555","unid. Greater Yellowlegs / Lesser Yellowlegs","Tringa melanoleuca / flavipes"
1213,"02571","Wood Sandpiper","Tringa glareola"
1219,"02610","Upland Sandpiper","Bartramia longicauda"
1225,"02660","Eskimo Curlew","Numenius borealis"
1228,"02650","Whimbrel","Numenius phaeopus"
1231,"02680","Bristle-thighed Curlew","Numenius tahitiensis"
1234,"02641","Far Eastern Curlew","Numenius madagascariensis"
1243,"02640","Long-billed Curlew","Numenius americanus"
1246,"02520","Black-tailed Godwit","Limosa limosa"
1249,"02510","Hudsonian Godwit","Limosa haemastica"
1252,"02500","Bar-tailed Godwit","Limosa lapponica"
1255,"02490","Marbled Godwit","Limosa fedoa"
1258,"02830","Ruddy Turnstone","Arenaria interpres"
1261,"02840","Black Turnstone","Arenaria melanocephala"
1264,"02820","Surfbird","Aphriza virgata"
1267,"02341","Great Knot","Calidris tenuirostris"
